id,parent
Frege: Parts of Thoughts,Frege: Sinn and Bedeutung
Frege: Bedeutung,Frege: Sinn and Bedeutung
Frege: Indirect Reference,Frege: Sinn and Bedeutung
"Frege: Sinn and Bedeutung, Misc",Frege: Sinn and Bedeutung
Frege: Force,Frege: Aspects of Content
Frege: Coloring or Tone,Frege: Aspects of Content
Frege: Presupposition,Frege: Aspects of Content
"Frege: Aspects of Content, Misc",Frege: Aspects of Content
Habits,Specific Agentive Phenomena
Medieval and Renaissance Russian Philosophy,Russian Philosophy
17th and 18th Century Russian Philosophy,Russian Philosophy
19th Century Russian Philosophy,Russian Philosophy
20th Century Russian Philosophy,Russian Philosophy
Russian Studies,Russian Philosophy
Philosophy of Russian Literature,Russian Philosophy
19th Century Russian Academic Philosophy,19th Century Russian Philosophy
19th Century Russian Social and Political Philosophy,19th Century Russian Philosophy
"19th Century Russian Philosophy, Misc",19th Century Russian Philosophy
20th Century Russian Pre-Soviet Philosophy,20th Century Russian Philosophy
20th Century Soviet Philosophy,20th Century Russian Philosophy
Post-Soviet Russian Philosophy,20th Century Russian Philosophy
Frege: Critique of Psychologism,Frege: Logic and Philosophy of Logic
Paul Grice,20th Century Analytic Philosophy
Bernard Bolzano,"19th Century Philosophy, Miscellaneous"
Responsibility and the Law,"Philosophy of Law, Miscellaneous"
Comparative Law,Areas of Law
Corporate Law,Areas of Law
Discrimination Law,Areas of Law
"Areas of Law, Misc",Areas of Law
Critical Philosophy of Law,"Philosophy of Law, Miscellaneous"
The Value of Consciousness,Aspects of Consciousness
Global Health,Public Health
Conscious States,Philosophy of Consciousness
"Conscious States, Misc",Conscious States
Rhetoric,Philosophical Methods
Xenophon,Classical Greek Philosophy
Ancient Greek and Roman Philosophy: Rhetoric,Ancient Greek and Roman Philosophy: Topics
Ancient Greek and Roman Philosophy of Science,Ancient Greek and Roman Philosophy: Topics
Mechanistic Realization,Realization
Metaphysical Levels,Interlevel Metaphysics
Theories of Levels,Metaphysical Levels
"Metaphysical Levels, Misc",Metaphysical Levels
Eliminativism,Realism and Anti-Realism
Global Eliminativism,Eliminativism
"Eliminativism, Misc",Eliminativism
Intelligence,"Philosophy of Cognitive Science, Miscellaneous"
General Intelligence,Intelligence
Measures of Intelligence,Intelligence
The Concept of Intelligence,Intelligence
"Intelligence, Misc",Intelligence
Applied Ontology,Ontology
Biomedical Information,Philosophy of Medicine
Biomedical Ontology,Biomedical Information
"Biomedical Information, Misc",Biomedical Information
Ontology of Specific Domains,Ontology
"Ontology of Specific Domains, Misc",Ontology of Specific Domains
Metaphysics of Specific Domains,"Metaphysics, Miscellaneous"
"Metaphysics of Specific Domains, Misc",Metaphysics of Specific Domains
Social Groups,Social Phenomena
Institutions,Social Phenomena
Finance,Social Phenomena
Money,Finance
"Finance, Misc",Finance
Approaches to Social Ontology,Social Ontology
Grounding and Anchoring in Social Ontology,Approaches to Social Ontology
Looping Effects in Social Ontology,Approaches to Social Ontology
Conferralism in Social Ontology,Approaches to Social Ontology
Constitutive Rules in Social Ontology,Approaches to Social Ontology
Constitutive Construction in Social Ontology,Approaches to Social Ontology
Social Construction,Approaches to Social Ontology
"Approaches to Social Ontology, Misc",Approaches to Social Ontology
Ontology of Social Domains,Social Ontology
"Ontology of Social Domains, Misc",Ontology of Social Domains
"Social Ontology, Misc",Social Ontology
Top-Level Ontologies,Applied Ontology
Web Ontology Language,Applied Ontology
Semantic Web,Applied Ontology
"Applied Ontology, Misc",Applied Ontology
Ontology of Finance,Finance
Domain Ontology,Applied Ontology
Ontology of Information Artifacts,Applied Ontology
Cognitive Ontologies,Metaphysics of Mind
Descriptive Accounts of Legal Reasoning,Legal Reasoning and Adjudication
"Descriptive Accounts of Legal Reasoning, Misc",Descriptive Accounts of Legal Reasoning
Normative Approaches to Legal Reasoning,Legal Reasoning and Adjudication
Legal Argumentation,Legal Reasoning and Adjudication
Analogical Reasoning in Law,Legal Argumentation
Rules in Legal Reasoning,Legal Argumentation
Precedent in Legal Reasoning,Legal Argumentation
"Legal Argumentation, Misc",Legal Argumentation
Legal Interpretation,Legal Reasoning and Adjudication
Statutory Interpretation,Legal Interpretation
"Legal Interpretation, Misc",Legal Interpretation
Legal Process,Legal Reasoning and Adjudication
Paternalism,Freedom and Liberty
The Concept of Paternalism,Paternalism
Nudging,Paternalism
"Paternalism, Misc",Paternalism
Reality,Realism and Anti-Realism
Plato: Medicine,Plato: Philosophy of Science
Adolf Reinach,Phenomenology
Slurs,Nouns
Social Practices,Social Phenomena
The Nature of Sport,Philosophy of Sport
Broad Internalism about Sport,The Nature of Sport
Conventionalism about Sport,The Nature of Sport
Formalism about Sport,The Nature of Sport
"The Nature of Sport, Misc",The Nature of Sport
Sports Ethics,Philosophy of Sport
Bioethics and Sport,Sports Ethics
Cheating in Sport,Sports Ethics
Competition in Sport,Sports Ethics
Embodiment and Sport,Sports Ethics
Enhancement in Sport,Sports Ethics
Race and Sport,Sports Ethics
Sex and Gender in Sport,Sports Ethics
Sports Governance,Sports Ethics
Sporting Virtues,Sports Ethics
Violence and Sport,Sports Ethics
Topics in the Philosophy of Sport,Philosophy of Sport
Aesthetics of Sport,Topics in the Philosophy of Sport
Disability and Sport,Topics in the Philosophy of Sport
eSports,Topics in the Philosophy of Sport
Olympism,Topics in the Philosophy of Sport
Sport and Emotion,Topics in the Philosophy of Sport
Sports Fans and Spectators,Topics in the Philosophy of Sport
"Philosophy of Sport, Misc",Philosophy of Sport
Positivism,Metaphilosophical Views
"Positivism, Misc",Positivism
Verificationism,Positivism
Video Games,Philosophy of Specific Arts
Environmental Economics,Areas of Economics
Health Economics,Areas of Economics
Explanation in Economics,Issues in the Philosophy of Economics
Methodology of Economics,Issues in the Philosophy of Economics
Social Organization of Economics,Issues in the Philosophy of Economics
Economics and Policy,Issues in the Philosophy of Economics
Experimental Philosophy: Corpus Analysis,"Experimental Philosophy, Miscellaneous"
Experimental Philosophy of Law,Experimental Philosophy
Experimental Philosophy: Bioethics,Experimental Philosophy: Ethics
Historical Epistemology,"Epistemology, Miscellaneous"
Scientific Imagination,Scientific Practice
Epistemology of Imagination,Imagination
Pessimism,Moral States and Processes
Moral Enhancement,Moral Psychology
Hylomorphism,Global Metaphysical Theories
Aquinas: Logic and Philosophy of Language,Thomas Aquinas
Aquinas: Metaphysics,Thomas Aquinas
Aquinas: Natural Science,Thomas Aquinas
Aquinas: Epistemology,Thomas Aquinas
Aquinas: Philosophy of Mind,Thomas Aquinas
Aquinas: Ethics,Thomas Aquinas
Aquinas: Philosophy of Religion,Thomas Aquinas
Aquinas: Philosophy of Science,Thomas Aquinas
Aquinas: Political Philosophy,Thomas Aquinas
Aquinas: Works,Thomas Aquinas
Aquinas: Miscellaneous,Thomas Aquinas
Thomism,Thomas Aquinas
Attention and Value Theory,Attention
Salience,Attention
Attention and Action,Attention
Logical Expressivism,"Logic and Philosophy of Logic, Miscellaneous"
Carneades,Academic Skeptics
Cicero,Academic Skeptics
"Academic Skeptics, Misc",Academic Skeptics
Pyrrho,Pyrrhonists
Sextus Empiricus,Pyrrhonists
"Pyrrhonists, Misc",Pyrrhonists
Use-Conditional Semantics,Semantic Theories
Epistemic Permissivism,Epistemic Normativity
Dialogue,Discourse
Discourse Coherence,Discourse
Discourse Representation,Discourse
"Discourse, Misc",Discourse
Propaganda,Language and Society
"Language and Society, Misc",Language and Society
Minimalism about Truth,Deflationism about Truth
Disquotationalism about Truth,Deflationism about Truth
Prosententialism about Truth,Deflationism about Truth
"Deflationism about Truth, Misc",Deflationism about Truth
"Speech Acts, Misc",Speech Acts
Theories of Speech Acts,Speech Acts
Taxonomies of Speech Acts,Speech Acts
Norm of Speech Acts,Speech Acts
Functions of Speech Acts,Speech Acts
Logic of Speech Acts,Speech Acts
Apologies,Moral Phenomena
Blame,Moral States and Processes
Lying,Deception
"Deception, Misc",Deception
Media,Social Phenomena
"Media, Misc",Media
Fake News,Media
Social Media,Media
Journalism,Media
"Media Ethics, Misc",Media Ethics
Entertainment Ethics,Media Ethics
Misinformation,Philosophy of Information
Bullshit,Deception
Algorithmic Fairness,Ethics of Artificial Intelligence
Autonomous Weapons,Ethics of Artificial Intelligence
Autonomous Vehicles,Ethics of Artificial Intelligence
Ethics of Virtual Reality,Virtual Reality
Metaphysics of Virtual Reality,Virtual Reality
Augmented Reality,Virtual Reality
The Metaverse,Virtual Reality
"Virtual Reality, Misc",Virtual Reality
Blockchain,"Philosophy of Computation, Miscellaneous"
Honesty,Moral Character
"Honesty, Misc",Honesty
Lying vs Misleading,Lying
"Lying, Misc",Lying
Sincerity,Honesty
Philosophical Anarchism,Anarchism
Left-Anarchism,Anarchism
Anarcho-Capitalism,Anarchism
"Anarchism, Misc",Anarchism
Aquinas: Definition,Aquinas: Logic and Philosophy of Language
Aquinas: Demonstration,Aquinas: Logic and Philosophy of Language
Aquinas: Dialectic,Aquinas: Logic and Philosophy of Language
Aquinas: Fallacies,Aquinas: Logic and Philosophy of Language
Aquinas: Deductive and Inductive Reasoning,Aquinas: Logic and Philosophy of Language
Aquinas: Necessity and Contingency,Aquinas: Logic and Philosophy of Language
"Aquinas: Logic and Philosophy of Language, Misc",Aquinas: Logic and Philosophy of Language
Aquinas: Being,Aquinas: Metaphysics
Aquinas: Essence and Existence,Aquinas: Metaphysics
Aquinas: Substance and Accidents,Aquinas: Metaphysics
Aquinas: Form and Matter,Aquinas: Metaphysics
Aquinas: Actuality and Potentiality,Aquinas: Metaphysics
Aquinas: Human Nature,Aquinas: Metaphysics
"Aquinas: Metaphysics, Misc",Aquinas: Metaphysics
Aquinas: Matter and Elements,Aquinas: Natural Science
Aquinas: Time and Place,Aquinas: Natural Science
Aquinas: Cosmology,Aquinas: Natural Science
Aquinas: Biology,Aquinas: Natural Science
Aquinas: Matter and Material Change,Aquinas: Natural Science
Aquinas: Causation,Aquinas: Natural Science
"Aquinas: Natural Science, Misc",Aquinas: Natural Science
Aquinas: Truth,Aquinas: Epistemology
Aquinas: Knowledge,Aquinas: Epistemology
"Aquinas: Epistemology, Misc",Aquinas: Epistemology
Aquinas: Passions,Aquinas: Philosophy of Mind
Aquinas: Perception,Aquinas: Philosophy of Mind
Aquinas: Intellect,Aquinas: Philosophy of Mind
Aquinas: Free Will,Aquinas: Philosophy of Mind
"Aquinas: Philosophy of Mind, Misc",Aquinas: Philosophy of Mind
Aquinas: Action Theory,Aquinas: Ethics
Aquinas: Good and Evil,Aquinas: Ethics
Aquinas: Happiness,Aquinas: Ethics
Aquinas: Natural Law,Aquinas: Ethics
Aquinas: Virtue Theory,Aquinas: Ethics
"Aquinas: Ethics, Misc",Aquinas: Ethics
Aquinas: Existence of God,Aquinas: Philosophy of Religion
Aquinas: Divine Nature,Aquinas: Philosophy of Religion
Aquinas: God and Creation,Aquinas: Philosophy of Religion
Aquinas: Immortality and Resurrection,Aquinas: Philosophy of Religion
Aquinas: Problem of Evil,Aquinas: Philosophy of Religion
Aquinas: Grace,Aquinas: Philosophy of Religion
Aquinas: Religious Experience,Aquinas: Philosophy of Religion
"Aquinas: Philosophy of Religion, Misc",Aquinas: Philosophy of Religion
Aquinas: Aesthetics,Thomas Aquinas
Aquinas: Summa Theologiae,Aquinas: Works
Aquinas: Summa Contra Gentiles,Aquinas: Works
Aquinas: Disputed Questions,Aquinas: Works
Aquinas: Commentaries on Aristotle,Aquinas: Works
Aquinas: Commentaries on Scripture,Aquinas: Works
"Aquinas: Works, Misc",Aquinas: Works
Aquinas: Biography,Aquinas: Miscellaneous
Aquinas: Intellectual Context,Aquinas: Miscellaneous
Aquinas and Aristotle,Aquinas: Miscellaneous
Aquinas and Augustine,Aquinas: Miscellaneous
Aquinas and Other Philosophers,Aquinas: Miscellaneous
Neo-Scholasticism,Thomism
Existential Thomism,Thomism
Analytical Thomism,Thomism
Transcendental Thomism,Thomism
Phenomenological Thomism,Thomism
Thomistic Personalism,Thomism
Cracow Circle Thomism,Thomism
Laval/River Forest Thomism,Thomism
"Thomism, Misc",Thomism
Science of Virtual Reality,Virtual Reality
Aesthetics of Virtual Reality,Virtual Reality
Empirical Stance,"General Philosophy of Science, Miscellaneous"
Risk,Topics in Decision Theory
Existential Risk,Risk
Risk in Decision Theory,Risk
"Risk, Misc",Risk
Moral Risk,Risk
Higher-Order Metaphysics,"Metaphysics, Miscellaneous"
Transformative Experience,Puzzle Cases in Personal Identity
Nature of Grounding,Grounding
Logic of Grounding,Grounding
Critiques and Defenses of Grounding,Grounding
Applications of Grounding,Grounding
"Grounding, Misc",Grounding
Mathematical Aristotelianism,Ontology of Mathematics
Pregnancy,Reproductive Ethics
Beneficence,Moral Phenomena
"Beneficence, Misc",Beneficence
"Future Generations, Misc",Future Generations
Longtermism,Future Generations
Cultural History,History
History of Science and Technology,History
Social-Political History,History
"History, Misc",History
John Henry Newman,19th Century British Philosophy
Locke: Religious Toleration,Locke: Philosophy of Religion
Locke: Faith and Reason,Locke: Philosophy of Religion
Locke: Christianity,Locke: Philosophy of Religion
Locke: Miracles,Locke: Philosophy of Religion
Dialectical Materialism,Global Metaphysical Theories
Gilbert Simondon,20th Century Continental Philosophy
African Feminism,Varieties of Feminism
Plato: Divided Soul,Plato: Philosophy of Mind
Catharine Trotter Cockburn,17th/18th Century British Philosophy
Damaris Masham,17th/18th Century British Philosophy
Sophie de Grouchy,17th/18th Century French Philosophy
Elisabeth of Bohemia,"17th/18th Century Philosophy, Miscellaneous"
Anton Wilhelm Amo,"17th/18th Century Philosophy, Miscellaneous"
Émilie du Châtelet,17th/18th Century French Philosophy
Hildegard of Bingen,11th/12th Century Philosophy
Olympe de Gouges,17th/18th Century French Philosophy
Perspectival Realism,Varieties of Scientific Realism
Susan Stebbing,20th Century Analytic Philosophy
Saul Kripke,20th Century Analytic Philosophy
Hilary Putnam,20th Century Analytic Philosophy
Large Language Models,Areas of Artificial Intelligence
Generative Artificial Intelligence,Areas of Artificial Intelligence
Deep Learning,Neural Networks and Connectionism
Reinforcement Learning,Machine Learning
Supervised Learning,Machine Learning
Unsupervised Learning,Machine Learning
Evolutionary Computation,Machine Learning
"Machine Learning, Misc",Machine Learning
Moral Status,Moral Phenomena
"Moral Status, Misc",Moral Status
"Collective Epistemology, Misc",Collective Epistemology
Political DIsagreement,Disagreement
Belief Polarization,Disagreement
Standpoint Epistemology,Social Epistemology
Epistemic Deference,Testimony
Testimonial Injustice,Epistemic Injustice
"Epistemic Injustice, Misc",Epistemic Injustice
Hermeneutical Injustice,Epistemic Injustice
"Social Epistemology, Misc","Social Epistemology, Miscellaneous"
Bias,Epistemological States and Properties
"Bias, Misc",Bias
Conspiracy Theories,"Social Epistemology, Miscellaneous"
Interpretability in Artificial Intelligence,Ethics of Artificial Intelligence
Big Data,Databases
Data Privacy,Databases
"Databases, Misc",Databases
"Internet, Misc",Internet
Privacy,Social Phenomena
"Privacy, Misc",Privacy
Conceptions of Privacy,Privacy
Explainability in Artificial Intelligence,Ethics of Artificial Intelligence
Authorship and Artificial Intelligence,Ethics of Artificial Intelligence
Artificial Intelligence and the Law,Ethics of Artificial Intelligence
Authorship,Philosophy of Literature
"Authorship, Misc",Authorship
Ethnographic Philosophy,Philosophical Methods
Hume: Naturalism,Hume: Epistemology
Peer Disagreement,Disagreement
Deep Disagreement,Disagreement
"Hume: Essays, Moral, Political, and Literary",Hume: Works
